TransactionID,CustomerID,Quantity,Price,Discount,CategoryID,StoreRegion
80317,62044,64,1208.87,0.10,25,East
80318,34341,33,445.98,0.00,1,Central
80319,59274,32,26.92,0.00,26,Central
80320,1138,30,181.22,0.30,11,East
80321,86481,11,486.96,0.10,38,Central
80322,10551,55,1420.62,0.10,19,West
80323,23332,47,606.01,0.25,29,North
80324,99443,41,1136.00,0.30,3,East
80325,52877,82,530.16,0.30,26,South
80326,44287,47,1330.72,0.25,3,East
80327,28491,93,235.11,0.25,38,Central
80328,13115,92,180.95,0.15,33,South
80329,19469,3,6.58,0.20,21,West
80330,2600,59,1279.68,0.15,33,South
80331,80186,83,959.25,0.20,2,East
80332,20725,33,403.97,0.25,26,East
80333,28690,96,491.15,0.20,38,Central
80334,75569,95,723.49,0.20,11,East
80335,74535,47,806.82,0.00,25,West
80336,83719,93,661.25,0.25,30,East
80337,3635,8,289.11,0.30,41,Central
80338,67926,1,349.17,0.15,18,Central
80339,17222,2,565.07,0.10,33,North
80340,21226,11,439.13,0.30,3,North
80341,43700,79,311.48,0.00,32,North
80342,46453,71,908.12,0.20,28,North
80343,86846,21,1097.99,0.10,25,Central
80344,72279,37,983.03,0.10,39,East
80345,50025,48,837.57,0.20,1,Central
80346,98678,32,761.40,0.10,12,North
80347,51570,99,127.34,0.15,35,West
80348,82956,83,716.35,0.20,21,South
80349,95247,67,780.52,0.05,50,East
80350,77297,87,150.24,0.00,48,South
80351,32854,13,1401.84,0.25,10,West
80352,78318,89,958.32,0.20,44,East
80353,8709,77,423.33,0.10,1,West
80354,86452,10,817.04,0.10,41,Central
80355,36299,76,612.78,0.10,1,West
80356,79815,88,995.25,0.05,24,Central
80357,28917,92,250.89,0.05,26,North
80358,5476,55,797.50,0.15,25,West
80359,22670,27,568.66,0.20,33,North
80360,48657,5,1352.70,0.20,43,Central
80361,83196,51,842.38,0.00,43,East
80362,69208,86,756.72,0.10,3,South
80363,90003,100,1372.78,0.20,41,West
80364,63801,24,152.63,0.10,25,South
80365,27866,13,762.61,0.15,16,Central
80366,15842,96,1047.77,0.10,41,East
80367,63890,52,861.01,0.10,15,Central
80368,2527,8,91.80,0.05,35,West
80369,52527,7,921.67,0.00,23,North
80370,79499,60,263.13,0.10,40,West
80371,67271,74,1436.50,0.05,30,North
80372,98931,55,39.00,0.20,2,East
80373,92849,89,312.65,0.10,40,West
80374,67889,62,406.00,0.20,32,East
80375,68376,78,774.02,0.30,12,East
80376,55681,64,1030.65,0.30,4,West
80377,63573,40,734.88,0.00,19,East
80378,35902,40,473.31,0.25,22,South
80379,8964,57,142.55,0.05,27,South
80380,47509,10,228.61,0.30,37,East
80381,48995,75,625.78,0.05,5,West
80382,34873,67,158.41,0.15,40,Central
80383,23003,2,306.15,0.30,48,West
80384,91891,8,493.56,0.10,27,North
80385,18850,84,995.54,0.30,1,East
80386,10914,42,505.06,0.25,26,East
80387,40704,39,241.17,0.30,1,East
80388,84709,37,1341.94,0.25,16,North
80389,41723,56,715.72,0.30,7,North
80390,42612,13,1426.55,0.30,37,North
80391,67852,38,1389.74,0.10,48,North
80392,91986,84,401.58,0.20,1,Central
80393,24667,73,935.85,0.15,16,West
80394,96018,62,553.69,0.10,38,West
80395,60486,9,484.77,0.25,41,South
80396,48054,17,741.04,0.20,42,East
80397,94082,21,1169.52,0.30,49,North
80398,36706,27,519.55,0.00,11,South
80399,81263,50,214.10,0.30,10,East
80400,68357,26,999.22,0.30,11,East
80401,82787,82,1429.01,0.10,16,South
80402,37442,30,1128.81,0.10,46,North
80403,61934,45,205.84,0.15,30,East
80404,80696,59,264.25,0.25,28,South
80405,49503,26,1056.52,0.30,11,West
80406,44559,3,946.42,0.05,25,Central
80407,98064,35,969.81,0.20,45,North
80408,86185,19,381.45,0.05,36,North
80409,19029,40,1265.03,0.20,21,East
80410,50480,34,673.45,0.30,26,North
80411,75911,17,138.41,0.00,28,Central
80412,84229,70,937.49,0.25,38,North
80413,62495,36,218.09,0.05,20,Central
80414,73430,12,266.48,0.00,32,North
80415,2315,14,1074.53,0.25,6,East
80416,39260,69,1325.11,0.20,6,East
80417,54736,23,1172.16,0.15,47,North
80418,14474,35,744.06,0.25,12,North
80419,39555,56,791.47,0.20,15,West
80420,24861,2,1443.18,0.20,39,South
80421,27921,54,1298.69,0.05,15,South
80422,65849,10,917.68,0.25,3,West
80423,15801,13,573.14,0.15,34,East
80424,17419,64,247.44,0.05,47,East
80425,36202,47,1214.19,0.30,16,East
80426,18225,28,224.61,0.10,46,East
80427,29532,28,699.11,0.20,28,West
80428,35142,51,69.59,0.25,33,West
80429,64242,75,1066.62,0.05,33,Central
80430,708,59,1012.68,0.20,25,Central
80431,21894,85,206.96,0.20,24,Central
80432,89829,95,841.17,0.30,38,West
80433,92241,1,120.27,0.00,8,South
80434,56587,99,852.50,0.00,22,North
80435,79210,74,1268.10,0.15,7,Central
80436,18509,29,1273.55,0.30,1,West
80437,68542,28,665.10,0.30,3,West
80438,49946,31,990.29,0.25,17,North
80439,47219,16,1396.48,0.25,41,West
80440,52929,17,1235.31,0.30,20,South
80441,47256,59,452.44,0.15,5,West
80442,48408,95,1320.05,0.00,15,East
80443,34763,18,133.13,0.15,27,West
80444,58302,77,1348.65,0.25,9,South
80445,82486,100,241.49,0.20,28,North
80446,93881,1,804.70,0.00,7,East
80447,24412,52,1221.83,0.30,30,West
80448,72462,31,30.31,0.15,44,East
80449,43382,14,1110.86,0.15,50,East
80450,26332,56,194.92,0.25,32,Central
80451,13677,51,389.55,0.30,9,South
80452,44521,48,170.33,0.25,25,West
80453,65563,31,871.46,0.15,5,West
80454,53518,24,282.34,0.00,6,South
80455,21149,88,1464.04,0.00,29,East
80456,69568,37,478.90,0.20,15,West
80457,92543,67,419.60,0.05,43,South
80458,77839,57,227.68,0.25,50,South
80459,26893,83,1008.14,0.10,30,South
80460,67006,15,312.49,0.25,10,East
80461,30163,100,122.91,0.10,15,East
80462,48981,43,947.34,0.00,36,North
80463,97403,90,1375.78,0.15,3,South
80464,59975,27,956.16,0.20,18,West
80465,69975,59,1276.66,0.15,49,North
80466,98962,99,1409.83,0.30,26,West
80467,12307,76,470.26,0.10,2,Central
80468,18328,12,232.26,0.25,7,East
80469,7266,80,1197.42,0.20,32,West
80470,25620,6,1222.44,0.20,27,East
80471,77352,31,416.33,0.30,41,West
80472,86006,55,809.05,0.05,26,North
80473,68604,15,645.59,0.05,44,East
80474,79299,94,118.59,0.30,35,North
80475,39813,51,1469.81,0.20,17,North
80476,98699,8,175.17,0.15,26,East
80477,75877,55,1044.91,0.20,26,South
80478,31712,35,957.03,0.10,36,East
80479,63046,4,1035.54,0.30,32,South
80480,73970,60,1269.59,0.05,23,East
80481,83690,46,80.76,0.15,23,West
80482,78581,87,41.53,0.05,34,Central
80483,40931,59,496.46,0.05,15,East
80484,81762,36,158.99,0.20,42,West
80485,92947,4,643.31,0.25,46,West
80486,65236,43,108.46,0.00,26,East
80487,27479,96,105.41,0.25,46,East
80488,6988,24,1456.77,0.05,38,Central
80489,18219,38,555.69,0.20,25,East
80490,20497,55,1171.14,0.05,7,North
80491,79792,5,125.36,0.05,23,South
80492,58428,13,874.58,0.15,28,East
80493,7051,87,1256.23,0.00,45,Central
80494,18350,2,1405.14,0.15,47,South
80495,28463,59,755.27,0.20,15,North
80496,28431,35,129.80,0.25,11,North
80497,1740,91,397.92,0.20,45,Central
80498,3416,10,464.66,0.20,4,Central
80499,39843,83,258.63,0.10,43,North
80500,82883,52,794.07,0.05,11,North
80501,44764,37,432.96,0.00,1,East
80502,80828,59,474.85,0.30,26,North
80503,51666,23,1470.29,0.00,9,South
80504,69380,42,413.97,0.15,49,West
80505,94123,80,1020.96,0.15,5,South
80506,63144,20,1244.78,0.15,22,North
80507,19039,9,1187.73,0.05,48,North
80508,23115,58,480.42,0.20,27,South
80509,93791,24,851.01,0.25,16,South
80510,43139,40,714.51,0.05,39,East
80511,64183,55,1189.26,0.30,3,East
80512,59073,100,329.58,0.05,26,Central
80513,79055,1,1409.12,0.05,36,West
80514,39028,72,1022.21,0.15,24,South
80515,11542,73,1325.34,0.25,33,Central
80516,8357,100,1268.66,0.10,47,West
80517,77692,46,1221.41,0.20,8,North
80518,84216,45,1045.18,0.30,11,Central
80519,54493,95,866.06,0.15,49,North
80520,90131,70,1284.63,0.15,3,North
80521,78960,18,917.71,0.20,25,East
80522,99026,10,1374.94,0.25,39,West
80523,86344,1,185.65,0.00,30,Central
80524,33366,26,1155.20,0.00,42,South
80525,36291,100,147.32,0.30,18,East
80526,90137,45,623.73,0.10,12,West
80527,70536,52,27.84,0.00,36,West
80528,29628,67,976.90,0.15,15,Central
80529,36699,89,795.50,0.25,24,East
80530,16233,27,1344.12,0.25,30,West
80531,54574,96,137.43,0.25,21,East
80532,96404,90,822.97,0.00,32,South
80533,7506,53,942.71,0.00,12,West
80534,12665,88,210.07,0.05,25,South
80535,53955,79,1029.68,0.10,7,West
80536,53730,37,280.73,0.15,10,South
80537,31141,69,1098.60,0.25,22,Central
80538,61167,83,785.17,0.30,29,West
80539,54718,64,766.14,0.00,22,West
80540,43910,65,770.93,0.30,5,North
80541,94306,7,544.25,0.05,1,East
80542,49807,42,139.54,0.25,18,South
80543,77006,27,12.01,0.20,33,Central
80544,73456,29,215.32,0.05,14,East
80545,31134,2,1249.89,0.00,39,East
80546,82357,39,341.80,0.10,31,Central
80547,49014,33,776.45,0.05,18,North
80548,43488,78,1464.58,0.05,39,South
80549,79632,62,655.89,0.25,24,North
80550,35441,94,1204.97,0.25,11,West
80551,872,53,1444.63,0.25,14,Central
80552,93718,91,240.05,0.30,42,North
80553,68968,13,1362.78,0.10,8,Central
80554,31532,89,1061.20,0.05,42,Central
80555,51423,7,695.95,0.25,8,Central
80556,14135,72,852.42,0.10,14,Central
80557,57030,60,597.13,0.25,3,Central
80558,47882,94,346.76,0.15,5,South
80559,85839,45,850.72,0.25,39,North
80560,30296,79,1037.59,0.25,7,North
80561,56783,4,84.05,0.10,33,North
80562,66381,5,1041.13,0.00,34,North
80563,52632,28,1255.71,0.10,29,Central
80564,59545,55,1070.18,0.20,28,South
80565,83041,93,309.83,0.25,23,East
80566,41742,65,373.34,0.15,32,South
80567,22996,77,442.25,0.25,41,Central
80568,94076,94,206.72,0.20,11,East
80569,77172,92,993.55,0.30,45,Central
80570,28361,76,202.16,0.30,27,North
80571,551,71,1228.93,0.15,42,East
80572,8947,2,762.39,0.05,40,Central
80573,69984,34,177.75,0.05,25,West
80574,96901,51,297.51,0.25,30,South
80575,35719,6,73.80,0.30,17,West
80576,29213,71,979.95,0.25,16,West
80577,72280,44,325.75,0.15,42,South
80578,91401,92,643.95,0.00,26,Central
80579,10249,22,161.98,0.10,33,South
80580,2637,17,159.98,0.30,10,North
80581,3348,36,1003.31,0.10,32,Central
80582,5531,99,669.95,0.00,6,East
80583,6190,78,1353.83,0.25,4,North
80584,97269,70,114.27,0.00,42,South
80585,18820,56,866.84,0.20,36,East
80586,29254,56,347.01,0.10,4,North
80587,43068,17,903.36,0.25,36,South
80588,605,77,1083.60,0.05,15,East
80589,23972,15,1443.23,0.30,8,East
80590,49960,6,353.03,0.25,44,Central
80591,89101,63,909.26,0.30,43,South
80592,99797,77,161.26,0.05,16,South
80593,31348,68,1204.39,0.10,1,East
80594,1663,26,1265.52,0.00,7,West
80595,43675,41,998.74,0.20,2,North
80596,59131,78,736.25,0.20,37,South
80597,71770,38,29.81,0.10,45,East
80598,83724,55,1133.00,0.10,21,East
80599,179,42,1321.98,0.25,41,East
80600,44995,97,699.55,0.10,16,East
80601,19795,97,1437.80,0.10,45,East
80602,51042,79,220.07,0.10,33,West
80603,53926,79,1440.86,0.30,44,North
80604,5883,67,456.91,0.20,50,Central
80605,49058,61,111.23,0.00,48,North
80606,71931,52,71.58,0.20,24,West
80607,9072,99,26.41,0.30,32,North
80608,47219,13,369.84,0.25,29,North
80609,11231,87,1249.21,0.05,22,West
80610,98491,42,797.80,0.15,37,West
80611,21306,84,641.34,0.30,50,North
80612,59083,1,1361.11,0.25,3,Central
80613,83565,92,722.68,0.10,10,South
80614,92125,23,842.04,0.30,4,South
80615,80464,96,840.18,0.30,15,South
80616,25728,31,707.04,0.00,34,South
80617,48561,5,1484.31,0.30,14,North
80618,66578,17,1475.05,0.20,1,West
80619,43754,73,1264.64,0.30,27,South
80620,96723,15,513.31,0.25,19,West
80621,24584,11,1488.74,0.25,43,West
80622,5012,59,291.46,0.25,6,East
80623,8457,4,656.24,0.05,26,North
80624,18746,15,1494.58,0.05,22,Central
80625,19965,32,1138.83,0.30,31,Central
80626,71261,32,954.12,0.10,47,West
80627,2442,45,194.88,0.00,5,East
80628,75540,77,373.98,0.10,47,East
80629,33471,22,471.34,0.05,12,South
80630,30714,49,917.71,0.30,6,North
80631,19723,31,299.97,0.10,48,East
80632,95826,32,939.03,0.30,20,South
80633,16044,73,621.96,0.15,33,South
80634,68937,97,954.70,0.30,29,West
80635,64900,100,854.33,0.25,42,Central
80636,86686,36,1191.15,0.20,46,South
80637,77031,21,791.45,0.10,49,South
80638,12615,40,1240.65,0.10,17,North
80639,89830,81,424.34,0.20,26,East
80640,79554,26,489.66,0.25,13,South
80641,6515,3,439.70,0.10,41,Central
80642,76294,82,1109.94,0.30,37,North
80643,71866,85,561.34,0.25,26,North
80644,95287,42,766.92,0.05,24,East
80645,52461,84,854.41,0.15,34,West
80646,50311,2,691.18,0.30,7,East
80647,12311,1,244.48,0.10,4,West
80648,2391,87,431.58,0.25,46,East
80649,1352,44,967.25,0.10,42,East
80650,23297,90,6.64,0.30,8,West
80651,44985,51,887.64,0.15,18,East
80652,86765,88,1439.67,0.15,16,North
80653,30440,70,564.50,0.00,27,East
80654,88609,93,754.16,0.05,10,East
80655,78191,82,840.53,0.10,17,South
80656,12612,38,933.40,0.00,40,Central
80657,59125,16,1080.87,0.15,17,North
80658,24025,72,1251.84,0.05,10,West
80659,16875,28,501.96,0.10,33,South
80660,70304,88,1176.65,0.10,22,East
80661,19123,96,179.90,0.25,17,North
80662,24653,44,1295.54,0.05,36,South
80663,90689,68,996.25,0.25,50,North
80664,84674,81,199.85,0.05,16,Central
80665,52695,2,1066.68,0.30,43,East
80666,51004,64,1277.81,0.10,20,South
80667,41129,11,1077.09,0.05,34,Central
80668,51390,2,109.09,0.05,5,North
80669,75255,100,1185.00,0.20,47,East
80670,53389,59,1349.92,0.20,10,Central
80671,4955,63,1152.53,0.25,3,South
80672,31513,13,311.97,0.20,26,Central
80673,93851,4,520.07,0.05,39,South
80674,243,43,1458.37,0.00,24,South
80675,99457,86,467.82,0.10,6,East
80676,19558,47,980.14,0.20,5,South
80677,20648,93,911.70,0.20,19,South
80678,23650,13,13.53,0.25,37,West
80679,66136,35,114.99,0.10,32,Central
80680,62076,80,765.09,0.10,6,North
80681,7152,19,996.56,0.05,10,East
80682,51328,49,905.64,0.05,24,East
80683,22180,27,1482.74,0.30,38,South
80684,93890,22,116.15,0.10,13,East
80685,22215,89,266.05,0.10,18,South
80686,1232,28,950.95,0.30,46,South
80687,72210,39,739.64,0.10,26,West
80688,90933,10,1231.33,0.25,49,East
80689,69244,49,1118.29,0.20,44,Central
80690,31845,45,976.52,0.10,14,South
80691,53299,16,1381.70,0.20,6,Central
80692,1438,93,346.16,0.00,32,East
80693,26403,67,220.18,0.20,25,West
80694,88151,32,327.34,0.05,47,South
80695,3376,48,1365.10,0.00,1,Central
80696,99288,1,373.77,0.20,1,East
80697,86765,49,314.41,0.25,44,South
80698,99323,12,1236.95,0.00,6,Central
80699,61541,8,757.27,0.25,22,North
80700,39510,55,451.26,0.30,21,Central
80701,3620,42,588.57,0.30,6,East
80702,9441,50,936.85,0.30,15,West
80703,49152,39,1492.06,0.00,42,West
80704,58857,86,829.94,0.20,49,North
80705,25928,97,280.29,0.00,37,North
80706,3674,78,1414.77,0.10,16,North
80707,53100,50,273.62,0.30,7,North
80708,37948,69,634.08,0.00,42,Central
80709,65996,40,957.64,0.05,2,West
80710,88978,98,1485.06,0.05,18,North
80711,91379,47,117.64,0.30,21,North
80712,13964,23,712.02,0.15,38,West
80713,49171,52,449.74,0.25,24,South
80714,64414,1,689.73,0.25,23,East
80715,31114,54,1123.01,0.15,17,East
80716,36947,73,1044.47,0.15,31,North
80717,95824,34,482.33,0.00,12,East
80718,55238,63,210.61,0.25,19,East
80719,351,92,1136.53,0.25,21,North
80720,17250,58,363.13,0.10,35,East
80721,91016,13,220.53,0.30,50,Central
80722,98176,43,668.42,0.30,37,Central
80723,94698,78,297.19,0.00,6,North
80724,61740,1,1312.19,0.25,27,South
80725,51613,7,214.23,0.10,33,North
80726,3327,49,1179.28,0.00,38,East
80727,43389,23,1397.52,0.20,49,West
80728,664,84,1446.00,0.30,25,West
80729,37636,53,1307.14,0.00,3,Central
80730,12547,52,1375.74,0.20,43,North
80731,42920,78,1138.61,0.20,23,East
80732,51582,43,203.03,0.30,41,Central
80733,23160,75,1221.37,0.30,33,East
80734,4578,88,133.38,0.20,18,West
80735,48519,67,862.14,0.25,4,North
80736,32774,34,692.33,0.05,47,North
80737,68752,17,92.58,0.15,9,South
80738,12041,69,412.63,0.20,11,South
80739,48832,68,732.24,0.05,20,West
80740,47112,41,576.19,0.00,29,Central
80741,82099,79,673.41,0.30,30,West
80742,78077,66,1271.55,0.15,34,West
80743,63680,8,1048.09,0.05,28,South
80744,1468,71,811.75,0.25,48,South
80745,87883,44,1491.60,0.15,36,Central
80746,75175,23,713.77,0.20,20,East
80747,93446,48,1239.79,0.00,15,Central
80748,59992,47,153.47,0.30,24,North
80749,49752,79,1265.48,0.05,14,Central
80750,5794,6,827.26,0.10,8,North
80751,70762,80,361.79,0.20,16,South
80752,49843,27,618.55,0.00,25,Central
80753,79283,44,419.91,0.00,47,South
80754,20074,61,546.33,0.20,6,Central
80755,36149,86,1195.05,0.25,14,South
80756,39037,48,169.00,0.00,20,North
80757,46299,36,251.50,0.20,33,Central
80758,59338,12,1411.25,0.30,32,Central
80759,61819,37,1113.74,0.05,10,West
80760,30639,31,1109.49,0.10,43,West
80761,37743,77,109.61,0.20,48,South
80762,97060,27,854.85,0.25,8,West
80763,23917,80,1344.61,0.15,31,East
80764,71874,57,45.10,0.05,21,West
80765,79607,71,1051.13,0.20,6,South
80766,7275,75,1308.91,0.20,28,North
80767,56223,29,1499.70,0.15,30,West
80768,61664,4,243.97,0.15,12,North
80769,67329,95,945.99,0.15,15,North
80770,62821,66,1159.04,0.05,6,West
80771,32046,89,707.25,0.10,31,Central
80772,1659,75,511.79,0.15,34,South
80773,66325,17,848.44,0.05,48,South
80774,11636,60,293.51,0.25,43,West
80775,75860,70,275.73,0.30,37,Central
80776,48745,17,907.74,0.05,38,West
80777,77050,5,524.12,0.05,14,North
80778,22830,3,606.77,0.25,31,Central
80779,16347,38,467.12,0.20,15,South
80780,5460,73,183.96,0.20,45,East
80781,97180,57,1027.77,0.05,47,East
80782,73959,56,87.84,0.15,46,South
80783,96084,17,429.12,0.15,41,South
80784,67267,86,1358.13,0.20,11,West
80785,76042,28,527.69,0.30,42,Central
80786,73577,66,1434.34,0.00,26,West
80787,19819,92,81.84,0.25,3,Central
80788,54943,57,161.57,0.20,36,East
80789,16795,10,159.54,0.00,4,North
80790,8996,27,687.90,0.30,41,Central
80791,11677,13,195.37,0.05,44,West
80792,53698,20,255.79,0.15,46,South
80793,43142,30,395.16,0.05,47,Central
80794,74654,29,655.72,0.05,2,West
80795,51865,15,611.97,0.30,20,Central
80796,12753,56,1434.40,0.15,11,East
80797,94036,44,198.67,0.05,3,East
80798,60855,68,754.74,0.20,48,Central
80799,15572,74,557.68,0.15,42,East
80800,67214,5,1260.95,0.10,26,West
80801,63766,24,737.25,0.30,34,East
80802,98983,26,1351.26,0.20,46,South
80803,77797,61,976.62,0.25,25,East
80804,915,2,706.61,0.00,49,South
80805,65744,62,241.86,0.05,49,North
80806,94481,48,1467.00,0.30,29,West
80807,26082,79,698.56,0.20,26,Central
80808,28020,52,891.53,0.15,19,South
80809,39743,62,389.99,0.10,31,Central
80810,97005,43,162.90,0.15,43,South
80811,52897,56,853.82,0.20,16,South
80812,95870,87,342.14,0.25,3,East
80813,6038,63,469.31,0.05,27,South
80814,19107,98,242.33,0.10,16,West
80815,54353,13,69.55,0.30,13,North
80816,60417,18,73.84,0.25,21,North
80817,99429,70,869.98,0.05,23,East
80818,79638,93,989.56,0.25,41,West
80819,59453,97,1167.93,0.30,41,North
80820,70247,7,772.02,0.05,26,Central
80821,40703,2,629.10,0.30,34,South
80822,39753,17,183.05,0.10,30,South
80823,49249,88,198.21,0.15,24,Central
80824,40610,58,1232.72,0.00,42,East
80825,35351,33,1040.53,0.30,4,South
80826,16438,58,547.74,0.30,34,East
80827,41946,76,1215.10,0.00,25,East
80828,81209,84,972.46,0.30,33,East
80829,79511,77,651.20,0.10,18,North
80830,6535,47,898.01,0.25,45,South
80831,39861,69,776.80,0.05,10,West
80832,22125,85,555.14,0.10,40,Central
80833,33615,100,860.65,0.30,20,Central
80834,13259,33,644.84,0.15,35,South
80835,26794,95,269.45,0.20,41,North
80836,74231,1,21.96,0.05,6,West
80837,73901,94,896.28,0.10,25,East
80838,71764,35,349.41,0.25,23,West
80839,37504,97,1352.18,0.15,47,West
80840,11370,10,1291.66,0.10,28,West
80841,64996,98,959.89,0.05,40,South
80842,45616,34,396.37,0.20,28,West
80843,74279,66,1428.44,0.00,19,East
80844,41564,62,1348.84,0.30,16,North
80845,65793,73,20.74,0.00,42,West
80846,25741,37,692.58,0.15,6,South
80847,50562,99,734.17,0.00,3,West
80848,40385,4,1395.09,0.10,1,North
80849,22912,66,590.65,0.25,4,North
80850,2314,24,901.48,0.30,9,West
80851,92277,90,1191.74,0.25,8,Central
80852,73670,56,636.29,0.20,13,South
80853,69805,5,969.41,0.15,47,West
80854,60165,64,315.43,0.10,28,East
80855,66591,68,474.62,0.20,31,East
80856,99572,60,1292.91,0.20,12,North
80857,39104,100,368.75,0.25,41,East
80858,26070,39,783.39,0.20,6,Central
80859,83740,43,840.90,0.30,40,Central
80860,19614,68,176.12,0.20,29,South
80861,65192,64,94.24,0.05,19,East
80862,88083,81,961.36,0.15,50,South
80863,24101,6,998.85,0.00,3,North
80864,96484,66,1327.42,0.10,43,South
80865,82195,80,895.66,0.15,35,East
80866,32477,53,927.83,0.25,14,West
80867,53744,55,383.35,0.00,32,Central
80868,14448,5,1390.99,0.00,36,East
80869,62090,4,579.08,0.20,24,North
80870,91277,63,375.55,0.00,42,West
80871,47747,59,829.92,0.25,24,Central
80872,12732,16,172.62,0.30,42,North
80873,35092,37,757.96,0.15,46,South
80874,71989,64,728.50,0.05,22,North
80875,24600,60,810.20,0.25,34,North
80876,68567,29,1429.87,0.00,44,North
80877,27254,83,903.86,0.25,17,West
80878,65892,68,367.85,0.00,1,Central
80879,19375,91,1335.58,0.20,46,North
80880,4326,55,99.01,0.10,41,South
80881,87866,17,514.07,0.25,24,North
80882,85790,10,807.19,0.30,9,West
80883,77159,45,1200.61,0.05,21,West
80884,88085,66,41.83,0.10,42,North
80885,11005,45,882.45,0.00,37,East
80886,21592,17,957.16,0.10,3,Central
80887,67853,46,411.22,0.30,17,East
80888,49053,10,677.52,0.10,6,Central
80889,23407,52,995.70,0.00,36,North
80890,93008,10,860.26,0.10,1,North
80891,88093,40,812.29,0.30,24,South
80892,17334,30,689.81,0.05,10,South
80893,26223,83,206.20,0.10,42,North
80894,47073,27,890.02,0.00,12,East
80895,60340,8,836.86,0.05,38,South
80896,51450,72,851.85,0.00,21,North
80897,96782,47,1119.40,0.15,12,South
80898,74332,94,1073.93,0.10,31,West
80899,5531,65,441.33,0.00,22,Central
80900,17825,4,362.49,0.00,31,South
80901,16144,20,495.31,0.10,23,North
80902,48345,13,993.92,0.20,22,South
80903,57966,40,317.81,0.00,28,West
80904,24103,25,407.78,0.20,49,West
80905,81513,20,208.55,0.00,44,East
80906,77266,42,1416.99,0.30,35,South
80907,18575,98,695.63,0.10,6,South
80908,6188,14,311.92,0.25,37,East
80909,95900,80,253.11,0.15,18,East
80910,86662,35,126.82,0.10,5,North
80911,20576,17,1075.26,0.05,10,North
80912,30074,32,469.52,0.15,18,East
80913,68523,46,778.34,0.30,41,Central
80914,6461,68,337.46,0.15,32,West
80915,31726,77,1328.26,0.05,36,East
80916,47233,30,1208.83,0.30,30,West
80917,24547,61,858.28,0.25,33,South
80918,64905,84,822.31,0.10,48,North
80919,44207,60,1218.34,0.05,8,East
80920,19522,95,1341.85,0.00,26,East
80921,29083,96,155.68,0.05,38,East
80922,42361,52,443.05,0.20,7,North
80923,47956,23,1342.11,0.25,45,East
80924,13079,44,1355.68,0.30,43,Central
80925,73385,1,870.79,0.05,47,West
80926,11929,8,681.70,0.05,2,South
80927,19497,14,1353.56,0.25,9,Central
80928,18063,28,419.35,0.05,21,West
80929,25060,5,1301.11,0.00,8,West
80930,73082,70,108.55,0.10,23,East
80931,49393,42,600.83,0.20,42,West
80932,4590,83,250.74,0.00,23,South
80933,71606,18,1063.67,0.05,39,East
80934,28469,70,77.49,0.10,27,East
80935,23888,6,1121.21,0.15,6,West
80936,45295,31,1248.75,0.15,48,South
80937,87611,85,401.13,0.15,21,South
80938,74494,98,337.49,0.30,11,East
80939,56027,78,376.38,0.05,14,East
80940,62942,11,900.36,0.30,27,Central
80941,89979,93,494.62,0.00,13,West
80942,12436,92,195.20,0.10,46,East
80943,12024,98,778.98,0.25,8,East
80944,14937,79,665.26,0.15,41,West
80945,67313,77,461.55,0.00,3,West
80946,75323,66,238.47,0.25,47,East
80947,76819,76,1149.87,0.05,13,Central
80948,39731,73,379.23,0.15,40,Central
80949,64505,50,420.37,0.05,33,Central
80950,86602,87,831.62,0.10,36,South
80951,6277,57,1339.02,0.10,11,East
80952,51614,66,69.30,0.20,6,Central
80953,72171,76,514.19,0.20,45,West
80954,30138,21,318.40,0.25,7,Central
80955,2322,2,750.78,0.30,21,Central
80956,66296,70,1438.98,0.30,30,East
80957,36213,62,966.66,0.25,10,South
80958,6463,8,670.57,0.30,20,West
80959,91825,51,1162.65,0.00,43,East
80960,42919,55,284.91,0.25,48,North
80961,8721,83,959.83,0.15,17,South
80962,47266,30,1072.38,0.10,36,West
80963,43273,98,619.68,0.10,45,Central
80964,53823,4,28.31,0.15,40,Central
80965,71997,22,11.61,0.15,4,West
80966,29646,61,1223.89,0.30,15,East
80967,19531,34,979.65,0.15,14,North
80968,15198,1,1126.58,0.20,33,Central
80969,85337,79,1435.76,0.30,6,North
80970,72082,60,1452.49,0.15,21,East
80971,46697,8,22.31,0.25,27,Central
80972,97869,10,438.54,0.00,45,East
80973,84273,24,23.91,0.25,18,East
80974,39643,55,1160.53,0.15,36,North
80975,59156,43,616.18,0.25,14,North
80976,88844,73,853.76,0.25,31,North
80977,50395,37,1328.43,0.15,11,Central
80978,9228,4,1292.30,0.30,34,Central
80979,70332,23,1470.61,0.15,48,North
80980,15220,24,54.50,0.05,33,West
80981,52463,46,1034.04,0.05,3,West
80982,59564,45,906.22,0.00,48,West
80983,41338,49,200.51,0.30,23,Central
80984,85438,93,1288.63,0.15,8,North
80985,38511,9,1217.68,0.30,28,North
80986,33818,68,824.08,0.30,23,East
80987,53277,43,1292.34,0.25,37,West
80988,58002,52,953.80,0.15,2,Central
80989,586,84,1401.78,0.15,16,South
80990,69058,66,957.64,0.25,7,South
80991,95266,16,698.66,0.05,49,West
80992,19088,68,1181.51,0.00,45,South
80993,87368,97,499.85,0.05,9,Central
80994,17595,88,1071.86,0.30,23,Central
80995,57715,27,592.78,0.05,50,West
80996,96580,71,355.21,0.15,3,Central
80997,99744,43,468.04,0.10,3,North
80998,22317,40,679.26,0.10,25,East
